Checklist	ERC000050	ENA binned metagenome																									
tax_id	scientific_name	sample_alias	sample_title	sample_description	project name	assembly software	completeness score	completeness software	contamination score	binning software	Genome size (bp)	# contigs	N50 (contigs)	Longest contig (bp)	investigation type	binning parameters	taxonomic identity marker	isolation_source	collection date	geographic location (country and/or sea)	geographic location (latitude)	geographic location (longitude)	broad-scale environmental context	local environmental context	environmental medium	sample derived from	metagenomic source
198431	uncultured prokaryote	sam_R.metabat.52	Binned sample R.metabat.52	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	95.56	checkM v1.1.2	2.32	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1182531	84	25870	72386	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.257	Binned sample R.metabat.257	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	51.78	checkM v1.1.2	0	MetaBAT2 v2.14 (biotools:MetaBAT_2)	758032	136	6815	37864	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.497	Binned sample R.metabat.497	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	90.58	checkM v1.1.2	1.27	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2538959	404	7609	39238	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.168	Binned sample R.metabat.168	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	86.32	checkM v1.1.2	1.28	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2284737	29	206328	347534	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.529	Binned sample R.metabat.529	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	93.01	checkM v1.1.2	0.37	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1764078	130	22667	96318	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.647	Binned sample R.metabat.647	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	91.4	checkM v1.1.2	1.56	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2602426	254	13685	74646	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.506	Binned sample R.metabat.506	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	77.73	checkM v1.1.2	7.01	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1143997	279	5274	26615	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.59	Binned sample R.metabat.59	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	97.2	checkM v1.1.2	2.63	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2174871	124	36482	123912	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.262	Binned sample R.metabat.262	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	82.84	checkM v1.1.2	0.81	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1890917	392	5922	21345	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.238	Binned sample R.metabat.238	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	90.28	checkM v1.1.2	1.62	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1501797	98	24601	55791	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.278	Binned sample R.metabat.278	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	100	checkM v1.1.2	0	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1943288	32	104318	162288	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.676	Binned sample R.metabat.676	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	95.71	checkM v1.1.2	0.65	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2600021	163	26361	99417	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.408	Binned sample R.metabat.408	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	94.65	checkM v1.1.2	0.54	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2495047	92	57369	190957	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.593	Binned sample R.metabat.593	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	89.2	checkM v1.1.2	0.17	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2038825	30	125829	218527	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.292	Binned sample R.metabat.292	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	68.85	checkM v1.1.2	0.8	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1314995	61	34685	80841	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.578	Binned sample R.metabat.578	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	82.67	checkM v1.1.2	0	MetaBAT2 v2.14 (biotools:MetaBAT_2)	817453	75	23038	48307	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.715	Binned sample R.metabat.715	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	81.38	checkM v1.1.2	1.47	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1388752	174	11696	47159	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.363	Binned sample R.metabat.363	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	99.53	checkM v1.1.2	1.04	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2474572	124	37800	167987	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.482	Binned sample R.metabat.482	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	96.64	checkM v1.1.2	1.27	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2609709	186	25403	128450	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.663	Binned sample R.metabat.663	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	50	checkM v1.1.2	0	MetaBAT2 v2.14 (biotools:MetaBAT_2)	378702	24	26204	66673	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.217	Binned sample R.metabat.217	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	97.39	checkM v1.1.2	0	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2454726	35	98162	286353	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.680	Binned sample R.metabat.680	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	98.91	checkM v1.1.2	3.66	MetaBAT2 v2.14 (biotools:MetaBAT_2)	3186147	314	15815	85943	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.303	Binned sample R.metabat.303	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	99.32	checkM v1.1.2	0.68	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2762883	31	166766	346855	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.246	Binned sample R.metabat.246	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	94.02	checkM v1.1.2	6.41	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2299937	248	18801	113137	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.253	Binned sample R.metabat.253	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	63.38	checkM v1.1.2	2.36	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2150418	836	2579	8832	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.56	Binned sample R.metabat.56	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	80.64	checkM v1.1.2	8.95	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1546572	276	8183	39200	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.447	Binned sample R.metabat.447	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	93.59	checkM v1.1.2	0.93	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1445353	137	24857	86136	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.481	Binned sample R.metabat.481	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	94.35	checkM v1.1.2	1.49	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1882781	118	30242	189356	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.459	Binned sample R.metabat.459	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	81.27	checkM v1.1.2	3.88	MetaBAT2 v2.14 (biotools:MetaBAT_2)	893950	155	7821	27855	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.438	Binned sample R.metabat.438	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	52.78	checkM v1.1.2	0	MetaBAT2 v2.14 (biotools:MetaBAT_2)	889551	257	3662	15947	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
198431	uncultured prokaryote	sam_R.metabat.96	Binned sample R.metabat.96	This sample represents a metagenomic bin from the metagenomic sample ERS20383186	B1-Ocean	MEGAHIT v1.2.9	95.94	checkM v1.1.2	0.22	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1602786	40	85492	184220	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-03-03	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383186	aquatic metagenome
